text	readability
Sehr geehrte Frau ---, ich arbeite bei dem Arbeitplatz, wo Sie auch arbeiten möchten.	0
20 km von Stadt X in eine kleine Stadt, die heißt Stadt Y.	0
Das war ein tolles Erlebnis für mich und ein Grund für die Schwerpunktwahl.	1
Aber wir haben noch ein Monat zu überlegen.	2
Ich wünsche aus Istanbul eine Süßigkeiten haben.	2
Deswegen feiere ich diese Fest etwas anderes.	0
Ich glaube, dass ich dich bis nach meine Geburstag nicht besuchen kann, weil ich viel lernen muss.	2
Villeicht können wir nächsten Mal zusammen hinfahren.	2
Ich, habe kein Autor, und Balkon, ich habe kein Seite und hexo und TOIA.	3
Ich würde mich sehr freuen, über die Gelegenheit zu einem persönlichen Gespräch.	1
                               Stadt X, den 5 märz.	2
Die Gastgeber Menschen haben die Möglichkeit, über neue Kulturen und Traditionen zu erfahren, ohne ins Ausland zu fahren.	0
Meine Situation in meiner Gastfamilie ist unbefridigend.	1
Jetzt arbeite ich aber nur 30% bei einer Firma in Stadt X Im Team in dem ich arbeite, gibtes Informatiker aus Deutschland die für ein Projekt gekommen sind Ich habe einen Intensiven Deutschkurs in Stadt X gemacht.	1
26-4-12 Liber Jens du bist glücklish wie get es das Beby michael?	4
Ich habe für nicht meine Zeit verliere.	1
Ciao Maria	4
Die Politiker müssen unterschiedliche Gesetze erlassen, damit wir als Ausländer nicht große Schwierigkeit erleben, uns zu orientieren.	0
Lieber Michael, Danke für deinen Brief, nächste Jahr möchte ich mit dir feiern, das wird super sein!	2
Wan hast du Zeit.	2
Oder ich kann dichnach Arbeitet im Park treffen.	4
Deutschlernen: sinnvoll oder ...?	0
123 Winkelsweg 321                Stadt X Stadt Y.	3
Ich habe nur ein Monat für eine schöne Wohnung zu finden.	4
Ich würde gern dass diese neus Jahr gemeinsam machen, wenn du hier bist?	2
Maria Bahnhofsstraße 123 12345 Stadt X.  Stadt Y Rundhaus Kleines Haus                                                                                        Stadt X, den 9.	3
Ich brauche die wohnung groß  und neun ist und wann gibt es die wohnung?	3
Ich helfe Ihnen eine Entscheidung treffen, ob Sie integrieren sollten oder Ihre Traditionen weiterbringen sollten.	0
deine antwort Grüß Eva	4
Ich Fuchomesch Baby bekommen.	4
Ich habe im Juni eine woche Urlaub, dann vielleicht ich komme euch besuchen!	2
Alles gutte und Viel Spaß.	4
Wir wollte unbedingt nächte monat besuch bei dir, und zusamen ein Party machen, weil meine Sohn Geburgstag habe.	2
Wie heißt dein Baby?	4
gibt es eine Banhof nächten in der wohnung?	3
Komm mir gerne besuchen!	2
Oft übernehmen große Unternehmen Kosten der Mietwohnung, um das Angebot interessanter zu gestalten.	0
Mir geht´s  auch gut.	2
Ich habe deine Brief bekommen.	2
kann ich mit Schweizern kontakt aufnehmen, kann ich mich besser integrieren.	0
Familien leben gerne und meisten in Familienhäusern und Einzelperson mit anderen Menschen in einer sogenannten WG (Wohngemeinschaft) oder sie hausen in einer kleinen gemütlichen Wohnung.	0
Meiner Meinung nach, soll man sich an der Kultur des Gastlandes orientieren.	0
März wohnen.	4
was machst du?	4
Ich möchte mit meinen Familie ziehen.	3
Ich brauche viel zeit, weil der Job neu für mich ist.	2
Aber ich kann mein Hund nicht mitnehmen.	3
Wir sind aus verschiedenen Kulturen nach Deutschland gekommen.	0
Ich könnte von 1.	1
Mit freundlichen Grüßen,  Michael Meier	1
Unternehmen hat ihre Sitzt in Stadt X. Es ist einen großen Schattenseite.	0
und deutsche Filmen sehen.	0
Die Einladung die eigene Kultur zu geniessen kann Türe offnen und ein unbekannte Welt entdecken.	0
zu hause gratuliert zur bestandenen Prufung.	2
bitte rufen mich an.	3
Hast du dein Baby schon genennt?	4
Die Wohnung oder das Haus sollte am besten Richtung Süden sein.	0
In manschen Ländern gibt es die Traditionen, die hier in Deutschland nicht gültig sind.	0
Ich brauche neue Wohnung in Neuburg.	4
Ich möchte mit dir ins Schwimmbad gehen.	4
Im Gastland soll man sich anpassen, und sich verhalten nicht wie zu Hause.	0
"Unter ""nützliche"" Sprache bezogen auf Fremdsprache verstehe ich tatsächlich die Sprache, die man in seinem eigenen Leben und für seinen eigenen zukünftigen Plänen braucht."	0
Ich frohe mich dass du der stralende und misterieuse Istanbul besuchen hast.	2
Aber wenn man im Ausland neue Freunde finden möchte muss auch der Kultur des Gastlands wo er lebt erkennen.	0
Während des Studium sind auch sogenannte WG.	0
Ich wünsche gute nächste drei Wochen für dich und bitte viele Grüße an deiner Verwandten.	2
Für mich persönlich ist Deutsch zu lernen sehr wichtig noch aus dem Grund, dass es Muttersprache von meinem Sohn ist.	0
"Ich habe diese ""Reise"" nicht in diesem Ziel gemacht."	1
Haben Sie Regeln  über Freizeitaktivitäten?	1
Er trinkte viel Biere, und dann war er immer sehr ärgert.	1
Tiere mag ich auch, sie haben einen guten Geschenk ihrem Sohn gekauft.	2
Ich muss zu den Gastfamilie anpassen, oder habe ich nicht Frühstück bekommen wäre.	0
Das ist sehr schön.	2
Wenn man die Wohnung in meiner Stadt mieten will, muss er zu erst in Bewolkerungsdients meiner Stadt sich anmelden.	0
Ich hoffe bis bald.	2
Sonder Sie mussen Freunden auch für die Wohnungen möglichkeiten sprachen, weil fachleute sehr teur sind.	0
Ich hofe sie können kommen.	4
Sehr geehrt Frau Schmidt, ich bin ein paar Tage nicht zu Hause.	3
Vielleicht deiner Rückkehr ist in das Haus von diene Eltern.	2
Viele Gruße Maria	4
Daswegen gibts möglichkeit billiger Wohnung finden, aber im schlechten Bezirken, d.h. gefährliche Teile des Stadt.	0
Daniela, Ich möchte mit dich schwimmen.	4
Aber gut ich bin schon seit 2 Jahre in Deutschland und trotz des schwirigkeiten mit Arbeit finden.	0
Meine Kollegen sind nett und mein Chef ist sehr freundlich.	2
Es war auch echt super.	2
Aber  müssen die Immigranten unbedingt sich an einer fremden  Kultur orientieren?	0
Deinen Michael	0
Doch leider wurde ich Tag zu Tag großer enttauschung.	1
Am ende möchte ich sage, wenn sie ein monad intinsiv suchen.	0
Ich arbeite gerne im Team, denn die Zusammenarbeit mit anderen macht mir viel Spaß.	1
12 12345 Stadt X VertriebPraktikant w./m Bahnhofstr.	1
101 65185 Wiesbaden                                          28.10.11, Stadt Y  Betreff: Anfrage Sehr geehrte Damen und Herren, ich habe vor einiger Zeit Ihre Anzeige gelesen und interesiere mich für eine Stelle als Au-Pair in Deutschland.	1
Ich suche 2 Zimmer Wohnung, ungefähr 55 ca., mit Balkon oder Terrasse und Garage.	3
Zusätzlich habe ich Computerkenntnisse.	1
Es ist wichtig nicht den Eigenen Kultur zu verlieren, nun unsere Wurzeln.	0
deine Maria	2
"Ich wollte hiermit meine Meinung zum Thema „Deutsch Lernen"" äussern."	0
Dann es kann auch sein, dass es keine gute Antwort gibt.	0
Am Nachmittag trinken wir Pfefferminztee und abends Speisen wir Tajines mit selbstgebackenem Brot.	0
Aber Leider müsste ich feststellen, das Ihre Info entsprach nicht von der Realität.	1
Dabei kann man wählen: entweder zu orientieren oder die eigene Gebräuche vorzustellen.	0
Die Lieb Kann man auch Liebe finden?	0
Katharina Schmidt Bahnhofstr.	1
Antworten mir schnell.	3
Wenn Sie hilf brauchen.	0
Danke ich warte.	4
viele Grüße, Julia Winkelmann	4
Mit der Deutschesprache kann man gut in Deutschland intergrieren, weil man kann mit den Nachbarn gut miteinander verstehen und das verbessert die Beziehungen mit den Nachbarn.	0
Natürlich werde ich diese Frage bejaen.	0
Wenn ich grillen möchte, gehe ich nicht dorthin, wo ich in der Nähe einen Park sehe.	0
Sind die  Arbeitsstunden so gemacht, dass man regelmäßig Sport treiben kann?	1
Viel Glück für ihre Ausbildung.	2
Wenn du eine Zeit hast, kannst du bitte mich anrufen: weil möchte ich meine Affe kümmern.	3
Schade, meine Verwandten leben mit mir, aber ich kann jeden Tag Ihre beschen.	2
Aus diesem Grund Fordere ich das Geld, das ich ausgegeben hatte zuruck, wenn die antworten umgehend, gebe ich die Sache meinem Anwalt.	1
Also, bis bald!	2
Ich brauche etwas billig, 200 oder 300 Euro im Monat.	3
Gibst du mir bitte ein Tipp.	2
Dann war für mich wichtig, eine Arbeitsstelle zu finden.	0
Ich habe mich sehr über eueren Brief gefreut.	2
Ich habe mich gewünscht, dass ich von Ihrem Angebot profitiern kann.	1
Liebe Silke Mir geht,s nicht so gut, weil habe ich diese woche viel arbeiten.	2
Zum Schluss möchte ich noch wissen, ob es Freizeitsmöglichkeiten bei der Arbeit gibt?	1
Studenten, z.B., werden es immer schaffen Geld zu sparen, da es Studentenwohnungen gibt, die ganz billig und günstig sein könnten.	0
Wir schenken dir eigentlich eine Katze.	2
Liebe Dana Danke sehr für diene Email.	2
Filen danke die einen Brief.	2
Hallo miteinandern!	0
Ich möchte gern wissen, ob es für dich moglich ist, von 1.	3
Sehr geehrte Damen und Herren, hier bewerbe ich mich um eine spätere Ausbildung zum IT-Systemkaufmann.	1
Meine Schwester zeit einem jahre in Luxemburg gelieb.	2
"Ich habe eine große Nachricht ""Ich habe eine Arbeit in Neuber gefunden""."	4
Heute würde ich dein Haus besuchen.	2
Manchmal sie sprechen nicht mit mir.	1
Gibt es eine Waschküche und Trockenraum?	0
Liebe Julia Ich habe ein ZugTicket gekauft, Weil ich wollte nach Frankfurt fahren, aber leider hat meinen Bruder angerufen, Er wollte mich besuchen.	3
Ich habe dein Brief gelesen, war toll.	2
wie viele kostet die wohnung?	3
Wie heiße dein Baby?	4
Ich besuche zur Zeit einen Deutschkurs beim VHS.	2
Du kannst gerne mit Juli, Franz und Daniela kommen.	2
Wann hat des Babys geboren?	4
wie konnte ich mit Nachbarn kommunizieren?	0
Ich suche bei dem Wohnungssuche aber Ich weise nicht welche straße ist besser für leben.	4
Ich will gern euch Besuchen.	2
Deutsch umfasst nämlich ein breites Wortschatz, sowie eine gut strukturierter Grammatik.	0
Im Rhein ab Pfalz alles wirt schöner.	2
Dazu gibt es entscheidende Faktoren: Lebensarten von Familien und Einzelpersonen, bestimmte Hinweise und die Frage - Mieten oder Kaufen.	0
Bisherige Traditionen und Sitten werden geänderte, angepasst, manchmal aufgegeben, aber natürlich fortgeführt, was ich für sinnvoll halte.	0
Am morgen um 8.00 Uhr der Hund draußen bringen  und Um 15.00 Uhr muss einmal wieder draßen bringen.	3
Sie waren beider Lehrer, und eine slelle in das Istanbul Französisches gymnasium bekommen hatten.	2
Die Silvesternacht haben wir bei meinen Eltern verbracht.	2
ein neue Wohnug finden bis spätet 1.	4
Jetzt kommt aber die Frage, was besser wird?	0
                                 Stadt X den 13 März 2012                    Liebe Julia,            Ich habe eine Fahrkarte für einen wochenendausflug gekauft.	3
Sonst werde ich gegen Sie gerichtlich vorgehen.	1
Ich würde mich sehr freuen, wenn eine Positive antwort gäbe.	1
Ich gehe in den Sprachkurs in Stadt X. Wir haben eine Hund husky, er heißt Bello.	2
Ich bin verheiratet und habe eine Tochter die in den Kindergarten geht.	1
Ich bin damit sehr unzufrieden.	1
Ich kann ungäfehr 300 E inklusiv Nebenkosten als die Miete bezahlen.	3
Dorthin man brauch wenig Geld um ein Wohnung zu Mietten.	0
Durch Lieb Was lässt nicht lange weinen?	0
Meine Gastfamilie war bei Ihnen gar nicht gut gewählt.	1
Sollten Sie meine Forderung nicht erfüllen, werde ich meinen Anwalt einschalten!	1
Jetzt brauche ich ein neu Wohnung in Neuburg, kannst du bitte mir helfen.	4
Ich finde die Stadt auch so interessant.	2
Julia Meier Müllergasse 123 54321 Stadt X Aupairsglobal-Agentur Bahnhofstr.	1
Wir waren dreißig personen und haben ein großes Haus für drei Nächte gemietet und dort für zwei Tage gefeiert.	2
Semester Informatik an der Fachhochschule Stadt X. Um mein Studium abzuschließen, muss ich noch ein Praktikum machen.	1
Ich frohe mich dass dir in Istanbul so gefällt.	2
Deutsch ist eine Sprache, die in drei Länder gesprochen wird: Österreich, die Schweiz und in Deutschland, natürlich.	0
0611/9988776 Sehr geehrte Damen und Herren, wie ich Ihrer Anzeige entnommen habe und mit grossem Interese gelesen habe.	1
Menschen ziehen um entweder aus beruflichen oder politische Gründen, oder ganz einfach, weil sie die Welt sehen möchten, aus Abenteuerlust.	0
Dein Stefan	3
Es gibt bei uns ein Sprichwort.	0
Meine Kind krank und es bett bleiben muss Darum Ich kann nicht fahren.	3
Lieber Michael                                 Stadt X 22.2.2012 vielen Dank für deine Antwort.	2
Könen sie mir mitteilen alle Bedingungen und Formalitäten von diese arbeit.	1
Am Wochenander ist besser für uns.	2
Wenn man im Ausland leben woll, muss ihr sowohl die Traditionen des Heimatlands vortsetzen als auch sich an der Kultur des Gastlandes orientieren.	0
Bis bald.	3
Und am Ende bitte ich Ihnen um Informationen über Aufenthaltsformalitaten und zusätzliche informationen.	1
Deshalb möchte ich eine Garage.	3
Wenn es so wäre, könnte dann die Phantasie und Freiheit in anderen nützlicheren Bereichen Verwendung treffen.	0
1 A Stadt X Armenien AUPAIRSGLOBAL Bahnhofstr.	1
Das spielt wirklich sehr große Rolle.	0
Ich habe Interesse im Bereich der Journalistik.	1
                          Stadt X, 09.03.12.	2
Dann, nur 1 tage im monart habe ich gesehe.	2
Eingentlisch, mage ich Tier aber leider nicht für mich, man muss sich darum regelmessig kümmern und ich habe keine Zeit dafür.	2
Normalerweise man fängt schon an der Grundschule an, diese Sprache zu lernen, aber darüber kommt die Frage: welche Sprachen ist es notwendig zu lernen?	0
Deshalb möchte ich deine hilft von 17 marz bis 20 marz.	3
Maria Julia Meier Müller Bahnhofsstraße 1 12345 Stadt X E-Mail: maria.meier@internet.de  Au-pair-Agentur Schultz & Partner Regenstr.	1
Vielleicht nächstes Jahr mache ich dort einen Urlaub und besuche meine Verwandten.	2
Unsere.	0
Herzliche Grüße Maria	2
Er kann Ihnen schöne Häuser zeigen.	0
Ich wollte dir fragen ob du Konntet mein Hund aufpasen Ich farhe um Samstag bis Mittwoch bin ich zurück, Bitte rufe mich an wenn get  Ich frohe mich viele dank für diene hilfe mit freundlichen Grüßen  Julia	3
Die Silvesternacht habe ich mit meinem Mann und unseren Freunde verbracht.	2
Stefan Schmidt Müllergasse 12 1234 Stadt X Au-pair-Agentur Schultz & Partner Regenstr.	1
In der Schule lernen sie deutsche Sprache, Wissen mit einheimischen Schülern.	0
Güste WC wird auch von Vorteil.	3
                                   Stadt X.	2
Es ist praktisch im Zentrum zu wohnen, wenn Man die beste Schulen, Einkaufszentrum, Restaurants, Bars.	0
Daneben darf man aber seien Wünsch nicht vergessen.	0
Liebe Grüße	3
Das Signalfeuer damals am Tag der Befreiung erinnern.	0
Noch ein wichtiges Argument: In jede Spache gibt es die Wörte, die aus deutsche Sprache stammen.	0
Ich weiß, dass es im Erstmal einbischen schwehr ist, aber man muss lernen.	0
Ja, im Mai werde ich Zeit haben dich zu besuchen, weil mein Prüfung am 28.04.2012 stat findet.	2
zu Kommunikation mit ein andere leuten.	0
Hallo Jens Ich Freue Mich Für deine gut Nachricht.	4
Meine Mutter ist krank.	3
Ich möchte wissen, ob du die Fahrkarte haben möchte.	3
Die Häuse sind hier zu teuer zu kaufen deshalb schlage ich es Ihnen nicht vor.	0
das were sehr gut wenn du deine ausbildung Fertig gemach Haste.	2
Sie können sich mit dem Makler verabreden.	0
Kannst du mir helfen?	3
Man muss nicht vergessen trozdem zu fragen ob die Mitte warm oder kalt ist.	0
Prinzipiell ist Stadt X eine sehr schöne Stadt, wo besonders Kinder ihre Freude finden können, weil Stadt X reich an Spielplätze und Wiesen sind.	0
Und Ich will ein Rock kaufen.	2
Bei der Uni war ich Präsident der Informatik-Club, und habt viele Projecte gefuhrt.	1
Als Einzelperson ist es natürlich einfache ein Objekte zu finden.	0
„Wiederlesen“ J.Maria	0
Das heißt z.B wann man an einer neuen Kultur sich orientieren lässt.	0
Ich finde sehr schön das Max kümmert sich auf die Katze, Wir haben auch uberliegt eine haus tiere zu haben und eine Katze ist eine gute Idee.	2
Wie Sie sehr gut wissen, ist Wohnungsmarkt immer ein anstrengendes Arbeitbereich in der Welt.	0
Viele Grüße Stefan	2
Die Probleme ist, dass ich  nicht mein Hund mitbringen kann.	3
Für Max zu seine Geburtstag ich habe schön gekauft eine Katze, Darum ich weis genau sein geburstag Viele Gruße S. Müller	2
Nach diesen ersten Schritten, wenn die Migranten in den neuen Land sich integriert haben, entsteht das Risiko, dass sie ihre Traditionen und Kultur verlieren können.	0
Vorallem Deutsche Sprache ist die Sprache des Goethes er hat Faust auf Deutsch geschrieben.	0
Können Sie bitte ihren aufpassen, weil ich nicht mitnehemen Kann.	3
Gefällt dir alte, unmodernische Namen?	4
um eine Wohnung zu mieten.	0
Wenn man auf einem fremden Land lebt, soll man die Traditionen von dem neuen Heimat berücksichtigen.	0
Ich habe ein shenken für dich.	3
Mein Bruder und ich haben vielen spielen gespielt.	2
Heutzutage viele Menschen Leben im Ausland aus privaten oder beruflichen Gründen.	0
Ich warte Ihrer Antworten.	1
Die Silvesternacht haben wir eine große uberachung gehabt.	2
Ich hoffe auf eine baldige Antwort.	3
Vielen Dank im Voraus für dein Verständniss.	3
Das mache ich immer noch, wenn ich nach Peru fliege.	0
Guten Tag Liebe Julia Ich habe eine Fahrkarte für einen Wochenendausflug Fur Berlin gekauft Aber leider kann ich nicht nach Berlin fahren.	3
Schon am Anfang an hat der Vater es für sehr wichtig gehalten, die Familie in die deutsche Gesellschaft zu integrieren, und deshalb sind sie in ein mittelgroßes Dorf gezogen, wo nur die Türken sind.	0
Es gibt Krieg oder finanzielle Schwierigkeiten.	0
Mit freundlichen Grüßen, Julia Meier	1
Wenn ich Morgen der Praktizierung der ungarischen Traditionen aufgeben würde, würde ich nicht mehr derselbe Mann.	0
Wenn möchtest du haben, du kannst mich anrufen.	3
Es wäre schön, dass ich einen Balkon habe.	4
Ich erinnere mich noch daran, als die Junge zu dem Mädchen gehen.	0
Lieber Ingo,                                                 08.03.2012 Stadt X wie gehts dir.	4
Aber was Sie in Ihrer Anzeige versprochen haben, entsprach leider nicht der Realität.	1
Jede Person findet sich in der Lage, sich ständig zu entwickeln, um in der Arbeitsmarkt konkurrenzfähig zu bleiben.	0
Ich wünsche mir einen kleinen Geschenk aus Istanbul, was du am besten findest.	2
Die Gastfamilie versprochen circa 500 Euro pro monat mit Unterhaltung und Essmoglichkeiten.	1
Ich habe 4 Jahre Wirtschaft an der Uni in der Ukraine studiert.	1
Ich möchte dir file Erzelen und ich denke du auch!	2
Das bringt auch weniger Missverständniss.	0
Bringen Sie deine schwimmen Kleidung.	4
2011 Au-pair-Agentur Schultz und Partner Regenstr.	1
Meine Arbeit beginnt ab 01.	4
Wir haben Musik gehört.	2
Sehr geehrte Damen und Herren, ich war positiv überraschd, dass Ihr auf Ihrer Internetseite sehr wichtige und interessante Thema vorgeschlagen habt, und zwar, ob man Deutschlernen für sinnvoll halten soll.	0
In der Börse ist schon viel Euro der Deutschen.	0
Liebe Gruße, Michael	2
Wir dürfen ihnen unsere Kultur nicht zu stark anbieten, sonst werden die Ausländer davor vielleicht Angst haben und dann werden die Traditionen nich übergeben zu können.	0
Bring ein Handtuch, Sonnebrille und diene kleine Bikini.	4
Abschließend könnte man zu dem Ergebnis kommen, dass solch ein Umzog zu kompliziert wäre.	0
Danke für Ihre Hilfe.	3
Bahnhofsstraße 1a 12345 Stadt X Computer-Spezialist Obenwaldstraße 5, 53119 Bonn Bewerbung um Praktikantenstelle als Sistemkauffrau Sehr geehrte Damen und Herren, mit Interesse habe ich Ihre Anzeige im Internet gelesen und bewerbe mich um ausgeschriebene Stelle der IT-Systemkauffrau in Ihren Unternehmen.	1
Bitte sagen mir auch ob ich die Freizeit habe und welche Freizeitaktivitäten schlagen Sie mir vor Ich hoffe dass Sie mir helfen.	1
Ich bin Student, deshalb möchte ich eine Klein Wohnung in der Bahnhofsstraße.	3
Ich brauche Kein Balkon, und Kein Garage.	3
Ich spreche fließend Polnisch, Deutsch, habe gute Kenntnisse in Russisch und Englisch.	1
                 Stadt X,05.01.2012 Liebe Julia, ich will nach Paris fahren, denn ich habe eine Fahrkarte für einen Wochenendausflug gekauft.	3
Ich muss viel arbeiten, aber jetzt bin ich glücklich!	2
Diese Dinge sind meist immer so aber es gibt selbstverständlich ausnahmen, wie mit allem.	0
Wie die Leute anziehe, es ist auch Kultur, etc.	0
Ich möchte für zwei tage nach Stadt Y fahren.	3
Da ich mich sehr für Deutsche Sprache interessiere, finde ich Angebot hervorragend.	1
Mit freundlichen Grüßen Maria Müller	1
Stadt X den, 12,03.2010.	1
                                                         Stadt X, 13.03.2012 Lieber Michael, vielen Dank auch für diene Glückwunschkarte.	2
Ich konnte auch sehen, wie soll man in einem Team arbeiten.	1
Dabei möchte ich auch meine Deutschkenntnisse verbessern.	1
man muss nicht unbedingt alle Traditionen lernen aber es ist eine der besten Weisen um die Integration im Land zu schaffen.	0
Hast Du am Samstag Zeit.	4
Das ist mein großes Wünsch.	2
Viele Grüße Maria	2
Habe ich ein bisschen Freizeit oder muss ich immer mit der Familie zusammen bleiben?	1
da ist dort sher schun.	4
Meine persönlichen Stärken sind Freundlichkeit und Zuverlässigkeit.	1
Liebe zukünftigen Kollegen, Ich wollte dir über die Wohnungsmarkte in meinen Stadt informieren.	0
Kannst du mir noch schreiben wo sie Leben, weil ich wergessen habe.	2
Liebe Maria, Wann haben Sie Zeit und Miene Katze mitnehmen ich fürrt sich auf Sie,  und ich warte für deine Anworten bis 10.1.12.	3
Müller Maria                 Stadt X, 20 März 2010 Müllergasse 1 1234 Stadt X Computer-Spezialist Personalabteilung Odenwaldstrasse 5 52119 Bonn Vertriebspraktikantenstelle im Ihrem Haus Sehr geehrte Damen und Herren, Ich möchte mich bei Ihnen um eine vertriebspraktikantenstelle im Bereit als IT-Systemkaufmann bewerben, da ich nach meinem Studiumabschluss im Fach Systemkaufmann, in diesem bereich arbeiten möchte.	1
Ich esse gern Baklawa.	2
Maria	2
Mit freundlichen Grüßen  Maria Winkelmann	1
Meine Familie wollen auch dir besuchen.	2
Vielleicht benutzen die Deutsche das Wort in einem anderem Kontekst.	0
So ist es in vielen marokkanischen Familien üblich, die Jungen im Kindesalter zu beschneiden, den Mädchen das Kochen beizubringen oder Eheschließungen in großen, angemieteten Sporthallen zu feiern.	0
Ich mag Tiere auch sehr, wir haben ein Hund, eine Katze und ein Häse das gehort Maria aber es stört mich, Wenn zum beispiel die Katze macht Peepee ins Sofa oder mit Kleidung spielen, Trotzdem die Kinder mag alle und Kummer sich auch gut um Sie.	2
Außerdem Ihre Betreuung entsprach in keiner Weise den Vertragsbedingungen: keine Beratung, keine Betreuung.	1
Schreiben Sie am e-mail schnell.	4
Es ist erlaubt einen Hund zu besitzen.	0
Wieget dir houte ich liebe disch Wieget bei babys des Bays gett Wieget die mutter bei baby affpasen houte Ich Schribe ain brief vor dich viel im durch kus... hast du gegeben houte!	4
Erstens: Es ist kritisch in Stadt X ein Auto zu haben.	0
Meier Maria Bahnhofsstraße 123 12-321 Stadt X                                                  Stadt Y 07.07.10 Computer-Spezialist Odenwaldstraße 5 53119 Bonn Ihre Anzeige: Vertriebspraktikantin Sehr geehrte Damen und Herren, ich habe Ihre Anzeige gelesen und ich bewerbe mich um eine Praktikumstelle als Vertriebspraktikantin.	1
Ich brauche eine Wohnung in Neuburg.	4
Ich fänge die 20ste März an.	4
Ich warte auf deine Antwort.	3
Deswegen kann ich nicht meine Katze mir nehmen.	3
Aber um in einem neuen Stadt Arbeit zu beginnen, braucht man unbedingt auch eine Wohnung.	0
So leben ist unterschiedlich zwischen familien.	0
zu besuchen,  Ich wüche.	2
Ich warte deine Antwort.	3
Mit freundlichen Grüssen  Bewerbungsunte	1
Können Sie mir helfen?	3
Wenn man ein Haus oder eine Wohnung mieten oder kaufen möchte, sollte man sehr auf die Angebieten achten.	0
Aber ich kann leider nicht fahren.	3
Bis bald!	3
Ab september 2010, kann ich bei Ihnen anfange.	1
Aber, wenn zum Beispiel eine fremde Reisegruppe nach Ungarn kommt, müsste man über ihres Landes etwas kennen.	0
Tobias geht in den Kindergarten.	2
Denn habe ich zwei Jahre ein Job gehabt in Stadt Z und zuletzt arbeite ich von 01.04.2009 bis Jetzt ein Telekaffe.	1
Ich musste mit den Kunden und Lieferanten sprechen.	1
Ich glaube, dass jedes Land mit Traditionen, Kultur und so weiter ein schönes Land ist.	0
Man muss auch natürlich beachtete wenn Kinder in eine Familie vorhanden sind eine Lager zu finden, die für die Kinder günstig ist.	0
Bitte Rufen Sie mir am Abend von 18 bis 22 Uhr an.	3
Die Familie waren nicht nett und hatten fünf Kinder.	1
Mit freundlichen Gruß                                            Katharina Schmidt	1
Lieber Jens, Herzliche Glückwünsche für Ihre Baby.	4
Wie fühl sie sich?	4
Ich komme aus einem Land nicht weit weg von Deutschland entfernt ist und Deutsch wird bei uns in der Schulen unterrichtet, doch das ist nicht die einzige begründung warum ich Deutschlernen für sinnvoll halte.	0
Kann wir noch telefoniren und reden was sollten machen?	2
Ein Teil davon sind Kinder mit vietnamesiche Wurzeln.	0
Bitte ruf mich an!	4
Und ich möchte dich bitten, dass du dich um meinen Haustier kümmerst.	3
Am Winter kann man auch ein Schiffsfart machen.	2
ist die nächste Bank, größere Einkaufsläden weit entfernt.	0
Ist die Freizeit organisiert?	1
Seit letzten Jahren hat der Kanton Stadt X-Stadt die Einkommensteuern massiv erhöht.	0
Mir geht´s soweit gut, besonders mit der Deutschsprache, Heute kann ich alles allein schaffen, ich spresche und verstehe viel, macht mir spaß die leute auf der Straße und im Bahn anzuhören.	2
                   Stadt X 03/05/12 Liebe Dana, Vielen Dank für deine Brief, das war sehr nett.	2
Du müsst  mir hilfe.	4
Davon möchte ich gerne eine Information bekommen.	1
Maria Julia Müller Schmidt                             30.	1
Über mein Arbeit, muss ich alles gut sagen!	2
Ich möchte 20 Euro pro Tag bekommen.	1
dir und deine Famillia alles gute.	2
Mein Ziel ist eigentlich, während dises Aufenhaltes in Deutschland ein Studium in deutscher Universität zu beginnen.	1
Man kann auch Zimmer in Familienhäusern zu vermieten finden, oder in einer Wohngemeinschaft eintreten.	0
Ich möchte Ihnen gratulieren.	4
Um Freunde machen zu können, um in einer Restaurant bestellen zu können, oder ganz einfach auf der Straße spazieren oder einkaufen zu können, muss man die Kultur kennen.	0
Es est klar, dass um ein gutes Leben im Ausland zu führen, ist es wichtig sich gut zu integrieren.	0
                                Stadt X, 10.03.12 Die Wohn Amt GmBH Müllergasse 12 1234 Stadt X   Stefan Schmidt Winkelsweg 123 12345 Stadt X   Ein Wohnung für Meine Familie Sehr geerhte Damen und Herren, ich habe Ihre Firma in der Sendung vom 29.	3
Wegen meines Arbeits will ich eine MBA Ausbildung machen.	2
Konnten Sie uns helfen?	3
Lass Bald von dir hören.	2
Hallo Lieber Jens, Herzliche Glückwünsche das Babys!	4
Neue Orten besuchen, neuen Leuten kenne lernen usw.	1
Könnten Sie mir bitte helfen bei der Wohnungssuche?	4
Diese Möglichkeit würde ich nur in dem Fall wählen, wenn Geld bei der Bank ausgeliehen wird.	0
!	4
Auf solche Problem gibt es nur eine Lösung, nämlich, man muss das Deutsch beherrschen und bequem mit der Sprache umgehen können.	0
Ich suche eine Wohnung in Neuburg, kannst du mir bitte hilfe?	4
Die Fahrkarte ist für der letzte Woche des Dezembers, so antwort mir bitte schnell, ob du fahren möchtest.	3
Jetzt ich suche für eine Wohnung in Neuburg.	4
                         Stadt X den 27.02.12 Liebe Dana, glückwunsch zur deinen bestandenen Prüfung und auch für die Reise nach Istanbul bei deine Verwandten.	2
Aber ich kann nicht fahren weil meine Mutter krank ist.	3
Ich denke an Menschen, die wissen nicht Seine Mutterland.	0
Das Land,  wo wir geboren sind,  wo wir aufgewachsen sind, hat es doch für uns grossen Bedeutungen für unseres Leben.	0
